Brand,Text,Env,Format,Comment_Date,Video_Launch,MPI,Heat,Translated,Days_Since_Launch
Xiaomi,150 rupay dega,Uncontrolled,Long-form,2026-01-17 18:24:38+00:00,2024-04-13 11:12:57+00:00,0.3595024645328522,0.0706009119749069,give 150 rupees,644.2997800925926
Xiaomi,Welcome,Uncontrolled,Long-form,2026-01-17 16:52:58+00:00,2024-04-13 11:12:57+00:00,0.146920621395111,0.6879798173904419,Welcome,644.2361226851851
Xiaomi,Mujhe abhi isko book karna hai,Uncontrolled,Long-form,2026-01-17 06:11:57+00:00,2024-04-13 11:12:57+00:00,0.4843766689300537,0.1922241747379303,I have to book it now,643.7909722222222
Xiaomi,Tv nhi Showroom  h sumsung ka😅,Uncontrolled,Long-form,2026-01-16 15:09:08+00:00,2024-04-13 11:12:57+00:00,0.4470756649971008,0.0612731948494911,TV nhi Showroom h sumsung ka 😅,643.1640162037037
Xiaomi,Abe isse kafi ache tv mil jate h half price ki bhi half se 😂,Uncontrolled,Long-form,2026-01-16 14:42:04+00:00,2024-04-13 11:12:57+00:00,0.6050887107849121,0.9244728684425354,This is such a good TV that you can get it at half the price.,643.1452199074074
Xiaomi,2 BHK premium flat is better option than to buy this.,Uncontrolled,Long-form,2026-01-15 21:30:09+00:00,2024-04-13 11:12:57+00:00,0.6478481888771057,-0.1109133586287498,2 BHK premium flat is better option than to buy this.,642.4286111111111
Xiaomi,"For 1 cr, you can build your own screen with led panels",Uncontrolled,Long-form,2026-01-15 13:04:14+00:00,2024-04-13 11:12:57+00:00,0.6464694142341614,0.1463609933853149,"For 1 cr, you can build your own screen with led panels",642.0772800925926
Xiaomi,Carry vai ki yad a gaye😅,Uncontrolled,Long-form,2026-01-15 12:31:12+00:00,2024-04-13 11:12:57+00:00,0.477725476026535,0.0603351145982742,Carry your father's memories with your friends😅,642.0543402777778
Xiaomi,Mujhe gift kr do ❤,Uncontrolled,Long-form,2026-01-14 20:26:32+00:00,2024-04-13 11:12:57+00:00,0.4398612380027771,0.8813633322715759,Give me a gift ❤,641.3844328703703
Xiaomi,Me matching this 1 crore tv quality in 360p😅😅,Uncontrolled,Long-form,2026-01-14 16:05:59+00:00,2024-04-13 11:12:57+00:00,0.646652102470398,0.2384537458419799,Me matching this 1 crore tv quality in 360p😅😅,641.2034953703703
Xiaomi,Just 1cr 15 lakh,Uncontrolled,Long-form,2026-01-14 13:18:42+00:00,2024-04-13 11:12:57+00:00,0.4210750162601471,0.0482858531177043,Just 1cr 15 lakh,641.0873263888889
Xiaomi,Me tv dekhta hi nhi hu nhi to le leta😂,Uncontrolled,Long-form,2026-01-14 11:03:03+00:00,2024-04-13 11:12:57+00:00,0.4694179594516754,0.3232514262199402,I watch TV and I don't have to lie down.,640.993125
Xiaomi,एक करोड़ 15 लाख तुमको सस्ता लग रहा है भाई,Uncontrolled,Long-form,2026-01-13 15:47:20+00:00,2024-04-13 11:12:57+00:00,0.5125453472137451,-0.1305228024721145,1 crore 15 lakhs seems cheap to you brother,640.1905439814815
Xiaomi,"Mere bhai 2500 ka projecter lelo is se be achha colity rahega ..
Ider me zeher kane ka paisa nahi re baba tu ja ider se😂😂😂",Uncontrolled,Long-form,2026-01-13 10:00:27+00:00,2024-04-13 11:12:57+00:00,0.5760501623153687,0.5035114884376526,"My brother is buying a projector of Rs 2500 so it will be of good quality.
Baba, you don't have money to show me your imagination.",639.9496527777778
Xiaomi,Bhai aapke liye hi hai 😂😂,Uncontrolled,Long-form,2026-01-13 09:47:15+00:00,2024-04-13 11:12:57+00:00,0.5971755385398865,0.5228192210197449,Brother this is for you,639.9404861111111
Xiaomi,Just 1 crore 15 lakh,Uncontrolled,Long-form,2026-01-13 05:06:16+00:00,2024-04-13 11:12:57+00:00,0.3649435639381408,0.052181426435709,Just 1 crore 15 lakh,639.7453587962963
Xiaomi,TECHNICAL GURUJI KYA APP MUJJE EK. TV DE SAKTE HAI 😊,Uncontrolled,Long-form,2026-01-12 15:42:22+00:00,2024-04-13 11:12:57+00:00,0.563839852809906,0.7540531754493713,TECHNICAL GURUJI KYA APP MUJJE EK. TV is free 😊,639.1870949074074
Xiaomi,Eh bkl ka alag h duniya hai😂,Uncontrolled,Long-form,2026-01-12 13:59:21+00:00,2024-04-13 11:12:57+00:00,0.4908295571804046,-0.5693557858467102,This world is a different world.,639.1155555555556
Xiaomi,Kya bola tune,Uncontrolled,Long-form,2026-01-12 13:34:54+00:00,2024-04-13 11:12:57+00:00,0.4276828169822693,0.027149673551321,What tune did you say?,639.0985763888889
Xiaomi,Hee TV Nai shopna hei karidh ne kaliye jan ko bikna podega,Uncontrolled,Long-form,2026-01-12 07:08:26+00:00,2024-04-13 11:12:57+00:00,0.5971218347549438,0.1998373121023178,Hee TV This shop can sell people,638.8301967592593
Xiaomi,Hamare dho kidney bikna podega TV kiley,Uncontrolled,Long-form,2026-01-12 07:07:02+00:00,2024-04-13 11:12:57+00:00,0.0710203051567077,-0.0147171840071678,Hamare dho kidney bikna podega TV kiley,638.829224537037
Xiaomi,Mere pas tv nehi hai😢,Uncontrolled,Long-form,2026-01-11 13:02:29+00:00,2024-04-13 11:12:57+00:00,0.4472248256206512,-0.7849193811416626,I don't have a TV😢,638.0760648148148
Xiaomi,Ipl ka mja lo hamara q le rahe ho 😢😢,Uncontrolled,Long-form,2026-01-10 00:28:40+00:00,2024-04-13 11:12:57+00:00,0.4653816223144531,-0.1032923981547355,Why are you enjoying IPL?,636.5525810185185
Xiaomi,Hum garib,Uncontrolled,Long-form,2026-01-08 13:25:41+00:00,2024-04-13 11:12:57+00:00,0.0181461740285158,0.0016484558582305,Hum garib,635.092175925926
Xiaomi,990 rs kam pad rahe hai varna le leta me 😂😂,Uncontrolled,Long-form,2026-01-07 14:43:29+00:00,2024-04-13 11:12:57+00:00,0.61403888463974,0.0242161005735397,It is costing less than 990 rs otherwise take it in ।,634.1462037037037
Xiaomi,Garoboooooooo😂,Uncontrolled,Long-form,2026-01-07 08:43:07+00:00,2024-04-13 11:12:57+00:00,0.0,0.0143883228302001,Garoboooooooo😂,633.8959490740741
Xiaomi,Bhai ek 15 lakh ki car nahi hain or aap yeh 1.5cr ki tv lene ko bol rehe hain 😂😂,Uncontrolled,Long-form,2026-01-07 08:13:54+00:00,2024-04-13 11:12:57+00:00,0.5798144340515137,-0.4234200417995453,"Brother, it is not a car worth Rs 15 lakh or you are asking me to buy a TV worth Rs 1.5 crore.",633.8756597222222
Xiaomi,Bs itna confidence chaiya..😅,Uncontrolled,Long-form,2026-01-06 23:04:24+00:00,2024-04-13 11:12:57+00:00,0.1145230829715728,0.038272775709629,Bs itna confidence chaiya..😅,633.4940625
Xiaomi,Thik hai ajj booking mera hogeya 😂,Uncontrolled,Long-form,2026-01-06 20:19:45+00:00,2024-04-13 11:12:57+00:00,0.4988456964492798,0.4808877110481262,"Okay, today my booking is done.",633.3797222222222
Xiaomi,Just.........😂😂😂😂😂😂😂😂😂😂,Uncontrolled,Long-form,2026-01-06 19:41:25+00:00,2024-04-13 11:12:57+00:00,0.4134846329689026,-0.2432797849178314,Just.........😂😂😂😂😂😂😂😂😂😂,633.3531018518519
Xiaomi,Bahi Humare Aukat Se Bahar Hai,Uncontrolled,Long-form,2026-01-06 04:26:37+00:00,2024-04-13 11:12:57+00:00,0.6265894174575806,-0.8040801286697388,This is beyond our control,632.7178240740741
Xiaomi,Just lagana jaruri tha😢,Uncontrolled,Long-form,2026-01-05 18:06:06+00:00,2024-04-13 11:12:57+00:00,0.4922798275947571,0.0997941642999649,Just need to apply,632.2869097222223
Xiaomi,Just 😂😂😂,Uncontrolled,Long-form,2026-01-05 12:42:47+00:00,2024-04-13 11:12:57+00:00,0.4134846329689026,-0.0388458222150802,Just 😂😂😂,632.0623842592593
Xiaomi,Tv se GST nikal ke baat kar re babaaa😂😂,Uncontrolled,Long-form,2026-01-04 17:31:51+00:00,2024-04-13 11:12:57+00:00,0.5435485243797302,-0.1353370547294616,"Baba, you are talking about removing GST from TV.",631.263125
Xiaomi,Itane paiso me to Naya Ghar aa jayega😂,Uncontrolled,Long-form,2026-01-03 10:09:03+00:00,2024-04-13 11:12:57+00:00,0.5429384708404541,0.6583803296089172,With this money I will go to my new home.,629.955625
Xiaomi,Matlab yahi na ki ham gareeb hai 🎉,Uncontrolled,Long-form,2026-01-02 07:20:51+00:00,2024-04-13 11:12:57+00:00,0.4673499464988708,-0.763067901134491,This means that we are poor.,628.8388194444444
Xiaomi,Aree bohot sasta hai mere ghar mai to 10 rupay ka tv hai😂😂😂,Uncontrolled,Long-form,2026-01-01 14:02:43+00:00,2024-04-13 11:12:57+00:00,0.5566670298576355,0.890418529510498,"Hey, it's very cheap, I have a TV worth 10 rupees in my house.",628.1178935185185
Xiaomi,Well will this change broadcasting quality like you’re watching in Australia and cheer leaders will be dancing out of the screen,Uncontrolled,Long-form,2026-01-01 10:42:13+00:00,2024-04-13 11:12:57+00:00,0.6435458660125732,-0.2624848186969757,Well will this change broadcasting quality like you’re watching in Australia and cheer leaders will be dancing out of the screen,627.9786574074074
Xiaomi,just😂😂😂😂😂,Uncontrolled,Long-form,2025-12-31 18:09:13+00:00,2024-04-13 11:12:57+00:00,0.4134846329689026,-0.139529749751091,just😂😂😂😂😂,627.289074074074
Xiaomi,Projector will cost 40k and will project 3x the screen size,Uncontrolled,Long-form,2025-12-31 12:53:08+00:00,2024-04-13 11:12:57+00:00,0.6901748180389404,-0.0069064274430274,Projector will cost 40k and will project 3x the screen size,627.0695717592592
Xiaomi,"Kyoooo, kaisa laga mera majak",Uncontrolled,Long-form,2025-12-31 07:15:03+00:00,2024-04-13 11:12:57+00:00,0.4410274922847748,0.265357106924057,"Kyoooo, how did my magic work?",626.8347916666667
Xiaomi,Isme kya noora fathei Bahar aake nachegi😅😅😅😅😅,Uncontrolled,Long-form,2025-12-31 04:22:34+00:00,2024-04-13 11:12:57+00:00,0.4195288717746734,-0.139590710401535,What is this noora fathei spring will dance😅😅😅😅😅😅,626.7150115740741
Xiaomi,Bekar,Uncontrolled,Long-form,2025-12-30 16:10:41+00:00,2024-04-13 11:12:57+00:00,0.0,0.077863834798336,Bekar,626.2067592592592
Xiaomi,Ye banda Har reel me Maha Garib bol ke nikal jta hai 😢😂😂😂,Uncontrolled,Long-form,2025-12-30 02:21:24+00:00,2024-04-13 11:12:57+00:00,0.5308647155761719,0.0913886055350303,This band has come out with the words 'Maha Garib' in every reel.,625.6308680555555
Xiaomi,Projector me dekh lo 😂,Uncontrolled,Long-form,2025-12-29 21:51:05+00:00,2024-04-13 11:12:57+00:00,0.5867663025856018,0.0514639541506767,Look at it in the projector.,625.4431481481481
Xiaomi,Aaby chodu ..... Price just 1.15 Cr ......fricken joke of the millennium,Uncontrolled,Long-form,2025-12-29 18:22:25+00:00,2024-04-13 11:12:57+00:00,0.5611067414283752,-0.8869397044181824,Aaby chodu ..... Price just 1.15 Cr ......fricken joke of the millennium,625.2982407407408
Xiaomi,Maza bahut mahaga ha😅,Uncontrolled,Long-form,2025-12-29 17:51:15+00:00,2024-04-13 11:12:57+00:00,0.4909236431121826,0.9773979783058168,It's a lot of fun😅,625.2765972222222
Xiaomi,At one time 1.15cr Sri Lankan  Rupees sounds much better than the actual INR for this TV,Uncontrolled,Long-form,2025-12-29 15:53:33+00:00,2024-04-13 11:12:57+00:00,0.609403669834137,0.2544868886470794,At one time 1.15cr Sri Lankan  Rupees sounds much better than the actual INR for this TV,625.1948611111111
Xiaomi,Paycheck me bhi ' just' likha hua hota hai,Uncontrolled,Long-form,2025-12-29 15:05:14+00:00,2024-04-13 11:12:57+00:00,0.5602987408638,0.0721533149480819,'Just' is also written in the paycheck.,625.1613078703704
Xiaomi,Galti sa okate ka bahir ki cheej dekh li 😆😆,Uncontrolled,Long-form,2025-12-28 14:48:53+00:00,2024-04-13 11:12:57+00:00,0.3979453146457672,0.1704806983470916,By mistake I saw something outside 😆😆,624.1499537037037
Xiaomi,Isme Ek ghar zamin our car bhi ajayegi 😅😅,Uncontrolled,Long-form,2025-12-28 06:51:49+00:00,2024-04-13 11:12:57+00:00,0.5859665870666504,0.1531663537025451,There is only one house and land and our car will also come 😅😅,623.8186574074074
Xiaomi,चलो भाईयो बाहर निकलो..😂,Uncontrolled,Long-form,2025-12-26 20:10:48+00:00,2024-04-13 11:12:57+00:00,0.4540669620037079,0.2527170181274414,"Come on brothers, come out...",622.3735069444444
Xiaomi,Itne saste TV mein nahi leta,Uncontrolled,Long-form,2025-12-26 16:56:49+00:00,2024-04-13 11:12:57+00:00,0.5615800023078918,-0.588905394077301,It didn't fit into a cheap TV.,622.2387962962963
Xiaomi,Bhai bahut Ganda,Uncontrolled,Long-form,2025-12-26 15:35:34+00:00,2024-04-13 11:12:57+00:00,0.4196614325046539,0.4773883819580078,Brother very big,622.1823726851852
Xiaomi,15k de sakta hu iska,Uncontrolled,Long-form,2025-12-26 10:16:20+00:00,2024-04-13 11:12:57+00:00,0.0991584137082099,-0.0164282955229282,15k de sakta hu iska,621.9606828703704
Xiaomi,Price just 3000 nits darkness 😂😂,Uncontrolled,Long-form,2025-12-26 09:45:49+00:00,2024-04-13 11:12:57+00:00,0.5424859523773193,-0.2241466045379638,Price just 3000 nits darkness 😂😂,621.9394907407408
Xiaomi,Bas 1cr 😂😂😂,Uncontrolled,Long-form,2025-12-26 08:43:35+00:00,2024-04-13 11:12:57+00:00,0.0507892072200775,0.0020200610160827,Bas 1cr 😂😂😂,621.8962731481481
Xiaomi,Price bahut kam hai guruji,Uncontrolled,Long-form,2025-12-26 05:29:58+00:00,2024-04-13 11:12:57+00:00,0.591940701007843,-0.0941202491521835,The price is very low guruji,621.7618171296297
Xiaomi,Muje lalana hai ya 1 link.sand ka ra bahi,Uncontrolled,Long-form,2025-12-26 05:17:12+00:00,2024-04-13 11:12:57+00:00,0.4405917823314667,-0.2903885841369629,I am going to leave this link.,621.7529513888888
Xiaomi,"Bhai tum le skte ho hmare bs se bahar hai, ye just apke liye theek hai.",Uncontrolled,Long-form,2025-12-24 17:45:58+00:00,2024-04-13 11:12:57+00:00,0.5551379919052124,0.8350565433502197,"Brother, you can take it, it is better than ours, it is just for you.",620.2729282407407
Xiaomi,Bhai isse achchha projector lelo yaar,Uncontrolled,Long-form,2025-12-23 16:40:22+00:00,2024-04-13 11:12:57+00:00,0.4703063070774078,0.9201637506484984,Brother this is a good projector lelo yaar,619.2273726851852
Xiaomi,Carryminati ne sahi kaha tha 🙂,Uncontrolled,Long-form,2025-12-23 13:52:01+00:00,2024-04-13 11:12:57+00:00,0.4701048731803894,0.6545084118843079,Carryminati was right 🙂,619.110462962963
Xiaomi,Just 1.15cr bs,Uncontrolled,Long-form,2025-12-23 03:40:57+00:00,2024-04-13 11:12:57+00:00,0.293645441532135,-0.7053977251052856,Just 1.15cr bs,618.6861111111111
Xiaomi,Bhai tu pakka dogla hai starting me teri purani ek video me bola tha ki youtube video banaane se jayada income nahi hoti aur aaj tu you tube ke kamai se maje maar rha hai,Uncontrolled,Long-form,2025-12-21 18:54:26+00:00,2024-04-13 11:12:57+00:00,0.570709228515625,-0.8552708029747009,"Brother, you are a complete idiot, in the beginning you said in one of your old videos that you do not get much income from making YouTube videos and today you are making money from the earnings of YouTube.",617.3204745370371
Xiaomi,just? really? lol,Uncontrolled,Long-form,2025-12-21 17:38:26+00:00,2024-04-13 11:12:57+00:00,0.404972106218338,-0.1069085076451301,just? really? lol,617.2676967592593
Xiaomi,Gareebo 😂😂,Uncontrolled,Long-form,2025-12-21 15:14:12+00:00,2024-04-13 11:12:57+00:00,0.0,0.0215480178594589,Gareebo 😂😂,617.1675347222222
Xiaomi,25 lakh me to home theatre ban jayega bhai 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,Uncontrolled,Long-form,2025-12-21 13:49:16+00:00,2024-04-13 11:12:57+00:00,0.5156915187835693,-0.4315045177936554,25 lakh me to ban home theater bhai 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,617.1085532407408
Xiaomi,Just 1.15 cr. Show off master,Uncontrolled,Long-form,2025-12-21 13:05:56+00:00,2024-04-13 11:12:57+00:00,0.4566387832164764,0.2411897927522659,Just 1.15 cr. Show off master,617.0784606481482
Xiaomi,Kya fayeda sony x90 L hi best rahega😂,Uncontrolled,Long-form,2025-12-20 20:41:32+00:00,2024-04-13 11:12:57+00:00,0.5909131765365601,0.2189842462539672,What are the benefits of sony x90 L?,616.3948495370371
Xiaomi,Only ?,Uncontrolled,Long-form,2025-12-20 09:56:00+00:00,2024-04-13 11:12:57+00:00,0.5037749409675598,-0.0065560340881347,Only ?,615.9465625
Xiaomi,"Ek time pe aap the bhaiya, ab aap shyd khi nhi ho. Please band kar do aap. Ab aapka come back nhi ho skega.. 😊",Uncontrolled,Long-form,2025-12-19 19:24:33+00:00,2024-04-13 11:12:57+00:00,0.4885914921760559,0.6116083860397339,"Once upon a time you were my brother, now you were never shy. Please do it yourself. Now you won't be able to come back..😊",615.3413888888889
Xiaomi,TV mujhe kharidne ka mann kar raha hai. Just kidding guys maine yeh TV phle hi kharid liya hai... GARIBOOOOOOOOOOO 😂😂😂😂😂😂😂😂😂,Uncontrolled,Long-form,2025-12-19 15:27:21+00:00,2024-04-13 11:12:57+00:00,0.456744521856308,0.5706067681312561,I am tempted to buy a TV. Just kidding guys I have just bought this TV... GARIBOOOOOOOOOOO ?????????????????????,615.1766666666666
Xiaomi,"Specification kya hai? HDMI, USB ports, Sound OutPut, Refresh Rate, Nit Brightness, Storages?",Uncontrolled,Long-form,2025-12-19 13:35:40+00:00,2024-04-13 11:12:57+00:00,0.5775415301322937,-0.0123363137245178,"Specification kya hai? HDMI, USB ports, Sound OutPut, Refresh Rate, Nit Brightness, Storages?",615.0991087962963
Xiaomi,Ise briya ipl ki ticket le lo😂😂,Uncontrolled,Long-form,2025-12-19 13:03:41+00:00,2024-04-13 11:12:57+00:00,0.5695764422416687,0.1006503924727439,Briya ipl has a ticket😂😂,615.0768981481482
Xiaomi,"Sorry worst products from Samsung - I have a frame tv whose display has been replaced twice in less than 3.5 years; their top of the line laptop Galaxybook 3pro 360, whose keys have stopped working; Galaxy buds 2 pro, which dont properly connect with their own laptop; a refrigerator whose compressor was changed in less than a yeal along with its dispenser! And these are not cheap products! Zero on quality now it seems, just fleecing customers.",Uncontrolled,Long-form,2025-12-19 12:59:24+00:00,2024-04-13 11:12:57+00:00,0.6664316654205322,-0.9389631748199464,"Sorry worst products from Samsung - I have a frame tv whose display has been replaced twice in less than 3.5 years; their top of the line laptop Galaxybook 3pro 360, whose keys have stopped working; Galaxy buds 2 pro, which dont properly connect with their own laptop; a refrigerator whose compressor was changed in less than a yeal along with its dispenser! And these are not cheap products! Zero on quality now it seems, just fleecing customers.",615.0739236111111
Xiaomi,Gariboooo 💯😆🤣,Uncontrolled,Long-form,2025-12-18 12:58:15+00:00,2024-04-13 11:12:57+00:00,0.0,0.6200371384620667,Gariboooo 💯😆🤣,614.073125
Xiaomi,Taken loan from World Bank 😂,Uncontrolled,Long-form,2025-12-17 12:37:36+00:00,2024-04-13 11:12:57+00:00,0.5183190703392029,0.1998750269412994,Taken loan from World Bank 😂,613.0587847222222
Xiaomi,"That line just 1 cr 😅
For a tv😂😂",Uncontrolled,Long-form,2025-12-17 08:15:04+00:00,2024-04-13 11:12:57+00:00,0.6547219753265381,-0.0630459189414978,"That line just 1 cr 😅
For a tv😂😂",612.8764699074075
Xiaomi,"TV,32",Uncontrolled,Long-form,2025-12-16 17:04:43+00:00,2024-04-13 11:12:57+00:00,0.0,0.1925178170204162,"TV,32",612.2442824074074
Xiaomi,Bhai price bata rahe ho ki gand fad rahe 😅😂,Uncontrolled,Long-form,2025-12-15 14:37:26+00:00,2024-04-13 11:12:57+00:00,0.5191003680229187,-0.6572307348251343,"Brother, tell me the price, why are you spreading your ass?",611.1420023148148
Xiaomi,Ye bhai sahab to hum viewer ko cororpati smajte hai😅😅,Uncontrolled,Long-form,2025-12-15 10:23:03+00:00,2024-04-13 11:12:57+00:00,0.4149474799633026,-0.8856559991836548,This brother considers us viewers as corrupt people.,610.9653472222222
Xiaomi,Bahut mahanga TV hai bhai😮😮😮😮,Uncontrolled,Long-form,2025-12-15 06:17:08+00:00,2024-04-13 11:12:57+00:00,0.5363531708717346,0.2983203530311584,There is a lot of TV brother😮😮😮😮,610.7945717592593
Xiaomi,Just 😢,Uncontrolled,Long-form,2025-12-14 14:48:45+00:00,2024-04-13 11:12:57+00:00,0.4134846329689026,-0.6895708441734314,Just 😢,610.1498611111111
Xiaomi,Yeh apni audience ko kyon banate hain ???😢😢😢,Uncontrolled,Long-form,2025-12-13 20:16:48+00:00,2024-04-13 11:12:57+00:00,0.4772176444530487,-0.9371660947799684,Why are you making this your audience???😢😢😢,609.3776736111112
Xiaomi,"Just 🤣❎
 Mere dono ande ✅",Uncontrolled,Long-form,2025-12-13 04:02:47+00:00,2024-04-13 11:12:57+00:00,0.194261223077774,0.2626310884952545,"Just 🤣❎
 Mere dono ande ✅",608.7012731481482
Xiaomi,"Water drop notch, future proof???",Uncontrolled,Long-form,2026-04-20 16:50:53+00:00,2026-01-10 07:01:25+00:00,0.5702653527259827,0.0176775902509689,"Water drop notch, future proof???",100.40935185185185
Xiaomi,Sab 20k ho chuke,Uncontrolled,Long-form,2026-04-20 03:23:34+00:00,2026-01-10 07:01:25+00:00,0.3927931189537048,-0.5309261679649353,All 20k is gone,99.84871527777777
Xiaomi,सर मैं आपके के अनुसार ही मोबाइल लिए बहुत बेस्ट मोबाइल निकले थैंक यू वेरी मच,Uncontrolled,Long-form,2026-04-19 14:46:43+00:00,2026-01-10 07:01:25+00:00,0.6125794649124146,0.9833768010139464,"Sir, I bought the mobile according to you, it turned out to be the best mobile, thank you very much.",99.323125
Xiaomi,Paise khaye hai bhai ne,Uncontrolled,Long-form,2026-04-19 07:50:09+00:00,2026-01-10 07:01:25+00:00,0.5229994654655457,0.0051116161048412,Have you eaten the money brother?,99.03384259259259
Xiaomi,Realme p3 stock par nahi hai sir ji par aapke pass available hai toh kya aap de sakte ho cash on delivery 🚚🚚,Uncontrolled,Long-form,2026-04-19 06:24:46+00:00,2026-01-10 07:01:25+00:00,0.6670570373535156,-0.516217827796936,Realme p3 is not in stock sir ji par aap pass is available so can you give cash on delivery 🚚🚚,98.97454861111112
Xiaomi,"Motorola not durable,  bahut cases hai fire and after sales services..",Uncontrolled,Long-form,2026-04-18 16:48:29+00:00,2026-01-10 07:01:25+00:00,0.5242838859558105,-0.8715755939483643,"Motorola not durable,  bahut cases hai fire and after sales services..",98.40768518518519
Xiaomi,Ismain app konsa lete,Uncontrolled,Long-form,2026-04-17 09:26:27+00:00,2026-01-10 07:01:25+00:00,0.437732845544815,-0.034582033753395,How to read Ismain app,97.10071759259259
Xiaomi,Fukinnn 15k phone are selling at 21k 😢😮,Uncontrolled,Long-form,2026-04-17 02:53:50+00:00,2026-01-10 07:01:25+00:00,0.396763801574707,-0.8526521921157837,Fukinnn 15k phone are selling at 21k 😢😮,96.82806712962963
Xiaomi,G57 is dead after 10 days of buy,Uncontrolled,Long-form,2026-04-16 15:41:28+00:00,2026-01-10 07:01:25+00:00,0.495511919260025,-0.8012155890464783,G57 is dead after 10 days of buy,96.36114583333334
Xiaomi,"Badi battery ❌
Bada dhamak ✅",Uncontrolled,Long-form,2026-04-14 11:23:45+00:00,2026-01-10 07:01:25+00:00,0.3402655720710754,0.5549094080924988,"Badi battery ❌
Big bang ✅",94.18217592592593
Xiaomi,Hang hote hai heat hote hai speaker problem krte hai network issue hai 👎👎👎👎 moto bekar,Uncontrolled,Long-form,2026-04-14 11:16:07+00:00,2026-01-10 07:01:25+00:00,0.3838812708854675,-0.8164339065551758,Hang hote hai heat hote hai speaker problem krete hai network issue 👎👎👎👎 moto bekar,94.176875
Xiaomi,"Super amoled, amoled display flipkart pe check kya hun but nahi dikhta hai",Uncontrolled,Long-form,2026-04-14 01:33:11+00:00,2026-01-10 07:01:25+00:00,0.5285376906394958,0.142374187707901,"Super amoled, amoled display check on flipkart kya hun but not visible",93.77206018518518
Xiaomi,I m see your video infinix note 50s 😎,Uncontrolled,Long-form,2026-04-11 18:46:36+00:00,2026-01-10 07:01:25+00:00,0.4963283240795135,0.8305312991142273,I m see your video infinix note 50s 😎,91.48971064814815
Xiaomi,Pova supre phone,Uncontrolled,Long-form,2026-04-10 03:13:58+00:00,2026-01-10 07:01:25+00:00,0.3095395863056183,0.0894326716661453,Pova supre phone,89.84204861111111
